genres,popularity,title,vote_average
"Thriller, Action, Crime",2.958584,Night train,5.4
"Action, Western",0.247007,The big stampede,3.2
"Romance, Western",0.917461,Blue,6.3
Drama,0.389459,The visitor,6.0
Comedy,0.874388,Kummeli goldrush,6.8
Documentary,0.038829,Shadow of the holy book,5.0
"Fantasy, Action, Science Fiction",14.611182,Outlander,6.1
"Drama, Comedy",0.10924,Belle of the nineties,4.5
Western,0.547438,Branded,4.2
Horror,0.335112,A dead calling,2.0
"War, Action, Drama",0.15772,Beachhead,4.7
,0.001678,Los signos del zodiaco,0.0
"Drama, Romance, War, History",2.490144,Passchendaele,6.3
Documentary,0.801549,The great ecstasy of woodcarver steiner,7.4
"Comedy, Drama",4.382184,Go go tales,5.4
,0.627698,Wrestling with alligators,0.0
Western,1.97046,The badlanders,6.1
"Drama, Mystery, Romance, Thriller",0.678793,Black widow,4.0
"Drama, Crime",0.713033,Bad luck love,6.8
"Mystery, Horror, Thriller",10.510468,The grudge 3,5.3
"TV Movie, Drama",0.51695,Indictment: the mcmartin trial,6.1
"Horror, Thriller",12.515435,Eden lake,6.7
Documentary,1.242135,Triumph of the nerds: the rise of accidental empires,7.5
"Animation, Family",16.639915,Coraline,7.3
"Horror, Foreign",1.421706,Psychomania,6.5
Documentary,0.139978,Point of order!,5.0
"Action, Comedy, Crime",6.272128,Chocolate,7.0
"Horror, Science Fiction, Thriller",4.188751,Terrorvision,5.8
"Action, Thriller",10.430028,The escapist,6.4
Action,11.596222,Push,5.9
"Drama, Thriller, Crime",6.583609,The international,6.0
"Drama, Romance",8.032616,Two lovers,6.6
"Comedy, Romance, Drama",8.376094,He's just not that into you,6.2
"Drama, Thriller, Crime",1.333873,Jar city,6.7
"Drama, Fantasy, Comedy",4.78341,Dead like me: life after death,5.8
Comedy,0.245969,Uuno turhapuro,5.7
Western,0.928348,California,6.3
Western,0.719063,Canyon passage,6.8
"Romance, Comedy, Crime, Drama",1.235102,The con,5.0
"Comedy, Drama",1.336219,Husbands,6.1
Western,1.015736,The cimarron kid,6.2
"Drama, Horror",0.449728,The avenging conscience: or 'thou shalt not kill',6.5
"Comedy, Drama, Horror",2.583187,Singapore sling,7.9
Drama,0.731141,33 scenes from life,6.0
"Animation, Comedy",13.284811,Futurama: into the wild green yonder,7.2
"Crime, Drama, Thriller",1.961587,The bandit,7.5
"Comedy, Family",6.317992,Hotel for dogs,5.7
Western,0.187358,The deadly trackers,5.0
"Drama, Horror, Action, Thriller",8.602956,Frontier(s),6.0
"Animation, Comedy, Fantasy",2.164527,Comet in moominland,7.3
Documentary,2.215689,The 11th hour,6.4
,0.209106,Daddy,7.3
Drama,9.713124,Fireflies in the garden,6.4
Animation,4.427087,Afro samurai: resurrection,6.7
Drama,0.906583,Café lumière,6.7
"Comedy, Crime, Drama, Foreign",1.326898,Death by hanging,7.5
Drama,0.14217,The last movie,6.5
"Action, Drama, Thriller",0.582349,Dry season,6.8
"Drama, Music",0.224789,Jesus christ superstar,7.1
"Horror, Science Fiction, Crime",6.272745,Trancers,6.3
Comedy,0.54479,The man who quit smoking,6.7
Drama,8.175019,Departures,7.7
"Drama, History, War",2.804378,Taking chance,6.8
"Drama, Romance",0.783703,Americaneast,6.1
"Comedy, Horror",8.708789,My name is bruce,5.9
"Comedy, Drama",0.982936,Man in the chair,5.3
"Documentary, Foreign",0.100451,Robinson in space,7.5
"Action, Thriller",9.781476,The way of war,3.5
"Romance, Comedy",0.952744,Kimberly,3.7
,0.188832,Ralliraita,6.8
"Comedy, Drama",0.841644,Ping pong playa,6.0
"Comedy, Drama",9.900376,Funny people,5.6
"Comedy, Drama, Music",7.292134,Berlin calling,7.0
"Horror, Action, Thriller, Science Fiction",5.108627,Against the dark,3.7
"Family, Adventure",1.586223,The letter for the king,7.0
"Action, Adventure",0.51834,Firepower,5.6
"TV Movie, Drama",2.278704,Nuremberg,7.6
Drama,6.457462,Bigger than life,7.4
"Drama, Romance",0.100491,Going to kansas city,5.0
"Action, Adventure, Drama, History, Horror",3.159248,Red sands,4.0
"Drama, Thriller",0.524827,Show me,5.6
Thriller,0.546265,The lost,5.0
Comedy,4.700631,Still waiting...,5.1
"Action, Thriller, Crime, Drama",3.313287,Pistol whipped,5.5
"Action, Adventure, Thriller",5.448576,Flight of fury,4.5
"Action, History, Western, Romance",0.186768,The far horizons,4.0
Drama,0.712831,Container,6.1
"Comedy, Thriller, Mystery",3.010717,Mystery team,6.4
Comedy,0.151252,Killer babes,7.0
"Action, Drama",3.856596,A world without thieves,7.1
"Action, Western",3.408795,The gunfight at dodge city,4.3
"Comedy, Drama, Romance",0.795697,His private secretary,4.1
"Action, Adventure, Science Fiction, Thriller",6.660188,Street fighter: the legend of chun-li,3.9
"Crime, Action, Thriller",4.352072,Urban justice,5.4
"Drama, Thriller",1.634982,Tough enough,7.2
"Comedy, Crime, Drama",2.844534,Madea goes to jail,6.4
"Drama, Adventure",0.525644,The black watch,6.3
"Drama, Comedy, Romance",6.590093,Away we go,6.7
"Drama, War",0.157003,Hell to eternity,10.0
"Drama, Mystery, Thriller",0.938704,The unsuspected,5.2
"Action, Thriller, Crime",11.923981,Thick as thieves,5.7
Drama,1.008726,Beautiful ohio,6.5
Drama,1.673129,Il grido,6.7
"Action, Adventure, Drama",0.143869,The big lift,6.5
Drama,7.728333,Il divo,7.5
Drama,0.935968,Wings,7.0
Drama,4.249948,Paris,6.5
Drama,1.844661,Adrift in manhattan,5.7
Horror,14.20229,Friday the 13th,5.7
"Action, Adventure, Comedy, Western",8.218314,"The good, the bad, the weird",7.1
"Action, Horror, Science Fiction",4.92638,Screamers: the hunting,4.4
"Comedy, Mystery",18.54675,The pink panther 2,5.4
Documentary,2.0531,Crips and bloods: made in america,7.1
"Action, Science Fiction, Thriller",4.845377,Far cry,3.1
Comedy,0.002328,I manegen med glenn killing: live från berns,0.0
"Documentary, Foreign",0.528211,The english surgeon,8.7
"Drama, Comedy",0.544788,A hell of a day,7.0
Drama,1.19689,Shara,5.9
"Comedy, Drama",0.858991,Marius,6.6
"Comedy, Family",0.414522,The adventures of food boy,5.6
"Comedy, Drama",0.349258,César,9.0
"Horror, Mystery, Thriller",4.952332,They wait,5.0
"Action, Drama, Foreign",1.775833,The rebel,6.5
Drama,2.109176,Everlasting moments,7.9
"Romance, Comedy, Drama",0.793633,Expecting love,4.0
"Action, Thriller",8.844451,Attack force,4.3
"Action, Adventure, Thriller",6.060635,Shadow man,4.3
"Comedy, Family",0.076591,Playing for keeps,5.0
"Comedy, Family, Animation, Fantasy, Music",3.602031,Rock-a-doodle,5.3
Drama,0.869632,Tokyo.sora,8.3
Thriller,0.259613,Dead silent,4.1
"Adventure, Action, Comedy, Science Fiction, Music",8.927994,Dr. horrible's sing-along blog,7.8
"Action, Adventure, Thriller",2.38008,Today you die,4.0
"Horror, Comedy, Crime, Thriller",9.459594,The cottage,6.3
"Crime, Drama, Mystery, Thriller",0.726282,Two men in manhattan,6.5
"Comedy, Drama",0.507325,Fanny,6.6
Romance,0.713735,Out at the wedding,5.6
"Romance, Western",0.251068,Born to the west,4.1
"Drama, Romance, War",0.363774,The hasty heart,6.5
Documentary,0.004706,Frontrunners,0.0
"Action, Drama, Western",0.932765,The quick and the dead,5.4
"Action, Thriller",2.506227,Joshua tree,5.1
"Horror, Action, Thriller",6.477482,Day of the dead,4.7
Comedy,12.929653,"I love you, man",6.5
"Romance, Drama, Thriller, Crime",2.703354,The big steal,6.3
"Drama, Action",3.557657,Billy budd,7.8
"Drama, Thriller",0.878471,Night has a thousand eyes,5.8
"Action, Comedy, Crime",0.385761,Live free or die,5.5
Drama,1.007167,Blonde venus,6.5
"Comedy, Horror",3.915682,Dance of the dead,6.0
"Thriller, Horror",10.80374,The haunting in connecticut,6.0
"Action, Adventure, Family",0.000124,The little engine that could,0.0
"Romance, Comedy, Crime",9.097953,Duplicity,5.7
"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",9.806904,Knowing,5.9
Drama,0.731548,Sugar,6.5
"Drama, Action, Comedy, Foreign",0.249609,Young thugs: nostalgia,6.1
,0.004706,Praying with lior,0.0
"Adventure, Action, Thriller",8.553506,Ong bak 2,5.9
"Drama, Thriller, Crime, Mystery",9.858687,The girl with the dragon tattoo,7.4
"Comedy, Horror",0.33909,Bloodbath at the house of death,5.6
"Comedy, Drama",9.098119,Sunshine cleaning,6.5
"Animation, Comedy, Family",6.638013,Kung fu panda: secrets of the furious five,6.5
"Action, Western",2.893266,Hangman's knot,5.7
"War, Drama",0.438115,Immortal sergeant,6.3
Comedy,0.89031,Nigdy w życiu!,5.7
Documentary,0.639922,The children of leningradsky,8.2
Action,3.860361,Submerged,4.0
"Horror, Comedy",1.610079,Stacy: attack of the schoolgirl zombies,4.7
"Horror, Thriller",2.127656,Insanitarium,5.0
"Crime, Drama",1.930301,Illegal,6.1
"Action, Crime, Mystery",6.624498,Echelon conspiracy,5.4
"Comedy, Romance",0.053496,Jasminum,6.0
Comedy,7.134232,After sex,5.2
"Drama, Horror, War",1.030329,The third part of the night,7.3
"Drama, Mystery, Horror, Thriller",1.39827,13b: fear has a new address,5.7
"Animation, Family, Adventure, Science Fiction",14.243634,Monsters vs aliens,6.0
"Drama, Thriller",1.891973,Boarding gate,5.1
"Drama, Foreign",1.709218,California dreamin',6.2
Thriller,4.787284,Counter investigation,7.0
"Animation, Drama, Music, Romance",1.711226,Sita sings the blues,6.9
"Horror, Thriller",2.512786,Naked fear,5.4
"Action, Horror, Thriller",0.615145,Chaos,4.4
"Crime, Drama",0.75757,Three on a match,6.1
Comedy,0.406377,Kogel-mogel,7.5
"Documentary, Foreign",0.00022,Land of silence and darkness,7.5
"Action, Crime, Drama, History, Thriller",5.155749,The baader meinhof complex,7.1
Comedy,9.338858,Big stan,5.9
Comedy,1.585469,Dating the enemy,6.7
"Action, Western",0.94151,Blue steel,4.5
Documentary,0.89579,We live in public,7.4
"Drama, Comedy, Romance",1.496824,Strictly sexual,6.3
"Drama, Thriller",8.719145,Nothing but the truth,6.9
"Crime, Drama, Thriller",2.634201,The square,6.2
"Crime, Drama, Mystery, Thriller",1.668772,The gray man,5.8
"Documentary, Music",3.414041,Anvil! the story of anvil,7.7
"Crime, Drama, Thriller",0.81594,Border incident,7.2
"Romance, Comedy, Mystery",0.110801,Star of midnight,5.3
"Comedy, Crime, Drama",5.666341,Observe and report,5.6
Comedy,0.220294,Private lives,6.1
"Comedy, Music",1.007377,Too many girls,5.0
"Drama, Thriller, Crime",1.497464,Union station,6.0
Comedy,6.77887,Adventureland,6.4
"Adventure, Crime, Drama, History",1.766518,With fire and sword,6.7
"Comedy, Drama, Romance",3.034271,Scenes of a sexual nature,5.2
"Drama, Romance",4.701858,The cake eaters,5.5
"Comedy, Romance",8.198789,Confessions of a shopaholic,6.1
Drama,2.307735,The black balloon,6.7
"Science Fiction, Thriller, Drama, Crime",7.228413,The butterfly effect 3: revelations,5.1
"Crime, Drama, Romance",4.717517,Revanche,7.2
"Drama, TV Movie, Crime",0.008218,One kill,0.0
"Action, Thriller",0.985855,Killer force,3.7
"Comedy, Drama, Romance",6.377611,Cheeky,5.5
"Comedy, Drama, History",7.444398,The lucky ones,6.3
,0.002524,Ystäväni henry,0.0
Comedy,0.541255,The body,5.6
Documentary,0.040068,Fitna,1.0
,0.000127,The land of happiness,0.0
"Action, Adventure, Fantasy, Science Fiction, Thriller",8.876305,Dragonball evolution,2.9
"Action, Science Fiction",1.149111,Flash gordon,6.6
"Horror, Thriller",4.657671,Rest stop,5.0
,0.324601,Your life in 65 minutes,6.5
"Action, Adventure, War, Western",0.702263,Kansas raiders,5.9
"Action, Western",0.127452,The lonely man,6.0
,0.003545,Dating games people play,0.0
Comedy,0.162378,Man on the flying trapeze,4.0
"Music, Drama, Romance",1.678935,Porgy and bess,5.7
"Drama, Music, Romance",0.803604,Can-can,7.2
Comedy,0.107042,Pekka ja pätkä lumimiehen jäljillä,5.7
"Action, Western",1.026493,Law and order,4.2
"Horror, Thriller",3.137916,The gravedancers,5.7
"Horror, Thriller",1.491366,Broken,4.8
"Comedy, Action",1.550559,Kiler,8.1
"Action, Crime, Drama, Thriller",1.498902,Fast & furious,6.5
"Drama, Romance",2.933003,City girl,7.4
"Crime, Drama, Horror, Thriller",0.545943,Hangover square,5.0
Drama,1.804231,Sanshiro sugata,6.0
"History, Action",0.879112,Sanshiro sugata part two,5.5
"Drama, Fantasy",2.771957,The exterminating angels,4.8
"Drama, Music",0.640356,Superstar: the karen carpenter story,7.5
"Action, Adventure, Crime, Drama, Thriller",2.272676,A force of one,3.6
"Crime, Drama",2.683651,Gardens of the night,6.5
Comedy,6.341259,In the loop,7.0
"Documentary, Music",1.015014,Global metal,7.6
Documentary,0.372372,The end of america,7.3
"Action, Crime, Drama",3.646265,What doesn't kill you,6.4
Drama,0.384534,Linha de passe,6.3
Crime,3.2125,Crime wave,6.5
"Action, Western",1.060091,Escape from fort bravo,6.0
"Action, Western",1.648486,Ride lonesome,6.0
"Drama, Comedy",8.395618,The boat that rocked,7.2
Documentary,0.002384,Apollo 13: to the edge and back,0.0
"War, Drama, Thriller",0.751207,The small back room,6.6
Documentary,0.544176,The mindscape of alan moore,6.3
Comedy,11.362762,17 again,6.1
"Drama, Comedy",1.276602,"Nana, the true key of pleasure",4.7
"Action, Comedy",6.744702,Double trouble,6.6
"Drama, Action, Thriller, War",16.89564,Inglourious basterds,7.9
Action,8.905732,State of play,6.7
"Action, Western",0.442244,The lawless breed,6.7
"Action, Western",1.121124,Lust for gold,4.7
"Comedy, Drama",0.281609,La estrategia del caracol,7.2
Drama,1.576387,Strike,7.2
,0.072361,The magic of méliès,7.5
Western,0.104367,Lawless range,5.3
Drama,1.753255,Bab'aziz,7.2
Drama,11.545627,The damned united,7.2
Comedy,0.680742,Hank and mike,6.1
"Action, Thriller, Crime",10.044642,Crank: high voltage,5.9
Comedy,0.355919,The garage,6.8
"Adventure, Drama, History",2.187464,The final inquiry,4.0
"Comedy, Action",0.991107,Kiler-ów 2-óch,8.1
Western,0.102997,The man behind the gun,6.0
"Science Fiction, Drama",13.336773,Moon,7.6
"Thriller, Romance",1.76,Break up,3.8
Comedy,0.002317,Fraternity demon,3.3
Comedy,0.653923,The smart set,7.0
Thriller,0.765555,Aamir,6.7
"Drama, Romance",3.586906,Mammoth,6.1
Drama,8.437587,The young victoria,7.1
Drama,2.292668,Intentions of murder,6.6
"Documentary, Music",0.05157,Amazing journey: the story of the who,7.0
Drama,6.675032,The informers,4.4
"Comedy, Foreign",1.080883,Antique,6.2
"Adventure, Action, Thriller, Science Fiction",1.456541,X-men origins: wolverine,6.2
"Comedy, Drama",6.115299,The girlfriend experience,5.2
Comedy,0.92083,Turtles are surprisingly fast swimmers,6.4
"Action, Western",0.784048,The desert trail,3.3
Documentary,0.148499,Moving midway,5.5
Documentary,1.930418,American swing,4.3
"Drama, Action, Thriller, Crime",5.435993,Sin nombre,7.3
Documentary,0.007134,The life and times of allen ginsberg,0.0
"Science Fiction, Action, Adventure",15.362632,Star trek,7.4
Comedy,1.903358,Happy campers,5.4
"Comedy, Crime, Drama",0.301454,Black magic,8.2
"Comedy, Drama",9.813825,Lymelife,6.4
"Comedy, Drama",7.957389,The great buck howard,6.0
"Drama, Romance",1.244254,Euphoria,6.0
"Drama, Romance",4.233778,Cherry blossoms,7.5
"Action, Western",0.604248,Riders of destiny,4.3
"Action, Comedy, Crime, Drama",2.634068,Flatfoot in egypt,6.2
"Action, Crime, Mystery",2.947094,Xiii,5.9
"Adventure, Fantasy, Science Fiction",2.327569,Knights of bloodsteel,4.6
"War, Action, Drama, History, Thriller",7.309903,Red cliff part ii,7.1
,0.046516,Täynnä tarmoa,8.0
Drama,1.142721,Love sick,6.9
"Comedy, Drama",1.323715,The girl from monaco,4.9
"Thriller, Drama",1.238266,Black ice,5.4
"Crime, Drama, Mystery",9.233565,Wild things: diamonds in the rough,4.3
Comedy,0.162404,Człowiek z m-3,7.0
Comedy,0.286199,I hate mondays,7.7
"Thriller, Crime, Science Fiction, Mystery",7.959965,S. darko,3.6
Documentary,15.30326,Earth,7.5
"Drama, Romance, Western",1.064154,Sagebrush trail,4.2
Documentary,2.48768,Stanley kubrick: a life in pictures,7.2
"Western, Comedy, Romance",0.569912,A lady takes a chance,7.5
Comedy,6e-06,Wyjście awaryjne,0.0
"Crime, Drama, Thriller, Horror",3.702465,Shuttle,5.7
"Crime, Drama",6.036408,Crossing over,6.2
"Thriller, Mystery",22.211558,Angels & demons,6.5
Documentary,0.001262,"Kids in the hall: same guys, new dresses",0.0
"Action, Thriller, Western",0.826487,Django the bastard,4.4
"Action, Western",0.430045,The man from monterey,5.3
,0.276968,Horrorvision,3.5
"Crime, Drama, Action, Thriller",1.06057,Daylight robbery,5.3
"Action, Adventure, Drama, Thriller",2.265786,Scorpio,6.0
Comedy,3.0558,Balls out: the gary houseman story,5.4
Documentary,0.807849,Outrage,7.4
Drama,0.180571,The seduction of joe tynan,7.0
War,0.446482,Man in the middle,6.6
"Western, Action",1.216183,More dead than alive,5.9
Drama,5.428409,Powder blue,6.3
"Comedy, Drama, Romance",0.660233,The devil is a woman,6.2
"Adventure, Comedy",5.785775,Fanboys,6.1
Comedy,3.968853,Folks!,6.1
,0.51617,Breaking the rules,5.4
Thriller,12.376901,Live!,5.7
"Drama, Action",5.378154,The merry gentleman,6.8
Documentary,0.000578,The murder of fred hampton,7.5
"Drama, Thriller, Romance",4.279817,Incendiary,5.3
"Drama, Romance",5.054967,Love songs,7.0
"Comedy, Drama, Romance",12.459106,Management,5.5
"Action, Science Fiction, Thriller",16.507496,Terminator salvation,5.9
"Adventure, Fantasy, Action, Comedy, Family",15.417181,Night at the museum: battle of the smithsonian,5.9
"Documentary, Foreign",0.106679,Ghosts of cité soleil,5.0
"Documentary, Foreign",0.091729,How to cook your life,5.0
"Music, Romance",1.882446,Were the world mine,6.1
"Documentary, Music",0.36752,Every little step,5.8
"Horror, Comedy",6.52808,Lesbian vampire killers,5.3
"Adventure, Comedy, Drama, Romance",7.973126,The brothers bloom,6.8
Western,0.476306,Man in the saddle,5.6
"Western, Action, Adventure, Romance",0.579823,Montana,4.8
"Drama, History",2.957936,Vincere,6.4
"Comedy, Adventure, Crime",0.021483,A cure for love,0.0
"Comedy, Foreign",0.92235,Our folks,7.6
"History, Drama, War",3.080515,Paisan,7.6
"Drama, Foreign",2.160001,"Jeanne dielman, 23, quai du commerce 1080 bruxelles",7.3
"Drama, Comedy, Romance",1.220424,Shall we kiss?,6.6
"Comedy, Romance",4.314822,I do,6.4
"Comedy, Romance",0.113518,Hi diddle diddle,8.3
Comedy,0.083894,Rhinoceros,7.5
"Comedy, Thriller",0.627655,The man with bogart's face,6.0
"Comedy, Horror, Science Fiction",0.09386,The monster,6.0
Drama,1.479651,Chop shop,7.2
"Action, Crime",3.855015,Caliber 9,7.5
Romance,1.486399,Suzanne's career,5.4
"Drama, Thriller, Romance",0.625346,Moontide,5.4
"Horror, Thriller",7.095063,Catacombs,4.5
Drama,11.328316,The soloist,6.6
"Crime, Thriller, Horror, Drama",13.634766,The last house on the left,6.2
Comedy,0.41747,Anioł w krakowie,9.0
"Mystery, Animation, Science Fiction, Action",2.545437,Neon genesis evangelion: death and rebirth,7.4
"Horror, Thriller",15.809588,Drag me to hell,6.2
"Animation, Comedy, Family, Adventure",19.330884,Up,7.8
Drama,1.457156,Late autumn,7.7
"Action, Adventure, Animation, Drama",9.515415,Fullmetal alchemist the movie: conqueror of shamballa,7.0
"Comedy, Romance",5.373645,Easy virtue,6.4
"Action, Comedy, Music",9.389891,Dance flick,4.7
"Comedy, Drama",3.937956,Summer hours,6.8
"Comedy, Romance",1.158975,Show people,6.8
"Romance, Drama",1.66853,Two english girls,6.7
"Drama, Romance",0.727147,Female,6.2
Western,9.443289,Firecreek,5.5
"Crime, Action, Comedy, Adventure",8.637416,Oss 117: lost in rio,7.0
"Comedy, Romance",1.034282,The flame of new orleans,4.8
"Adventure, Science Fiction, Action",0.933309,Flash gordon: trip to mars,4.3
Drama,7.872865,Personal effects,5.8
Comedy,6.312206,Fired up!,6.0
Drama,0.836101,The winslow boy,6.5
Comedy,1.156854,Trojan war,5.4
"Science Fiction, Drama, War, Documentary, TV Movie",1.761241,The war game,7.8
"Action, Adventure, Comedy",2.390543,Without a paddle: nature's calling,5.1
"Action, Adventure, Comedy, Crime, Drama",1.798215,Graduation,5.7
"Drama, Romance",3.563196,Welcome,7.1
"Thriller, Drama, Crime, Mystery",6.666455,In the electric mist,6.0
Comedy,23.947351,The hangover,7.2
"Crime, Drama, Thriller",4.475472,Killshot,5.9
"Drama, Horror, Thriller",7.769607,Antichrist,6.4
"Action, Adventure, Comedy, Crime, Foreign, Thriller",0.734834,Don,6.0
"Drama, Horror, Thriller, Music",3.996675,Sweeney todd,6.3
"Drama, Action, Music",0.874713,Pete kelly's blues,6.4
"Action, Crime, Drama, Thriller",1.9939,Jimmy and judy,5.4
"Action, Comedy",1.266629,A song is born,6.4
"Comedy, Drama",1.355305,Billu,6.5
"Action, Comedy, Western",0.215725,Many rivers to cross,6.0
"Comedy, Family, Music, Foreign",0.093497,Ricky rapper,6.3
"Comedy, Thriller",0.149818,Show,6.3
"Fantasy, Comedy, Horror",4.912303,Boy eats girl,5.4
,0.713292,"Ranma ½: the movie 1, big trouble in nekonron, china",5.3
"Action, Adventure, Drama, Western",2.098026,The man from utah,4.1
Comedy,6.218351,The wing or the thigh,6.8
Comedy,1.219877,Perched on a tree,5.0
"Drama, Romance, Foreign",0.454392,Marius and jeannette,5.9
"Comedy, Family",0.386295,Ernest rides again,4.5
Comedy,0.19559,U pana boga za piecem,6.8
"Romance, Drama",0.110308,Blind husbands,6.0
Drama,2.255785,Berlin alexanderplatz,8.4
"Drama, Romance",0.964688,Before the rains,5.0
"Drama, Fantasy, Science Fiction",2.003309,Special,6.6
Comedy,12.357072,New in town,5.2
Comedy,5.188641,The merry widow,4.9
"Drama, Comedy, Romance",1.557528,Salaam namaste,5.7
"Horror, Comedy",7.974726,Dead snow,6.1
"Adventure, Comedy, Science Fiction",7.642063,Land of the lost,5.4
"Comedy, Drama, Family",1.841563,The clique,5.2
"Comedy, Drama",1.443854,Fatso,5.1
"Crime, Drama, Romance",0.674208,A free soul,4.7
Drama,0.504158,Momma's man,6.5
Comedy,6.308773,Imagine that,5.7
"Thriller, Drama, Crime",15.09911,The taking of pelham 1 2 3,6.2
"Drama, Comedy, Romance",1.906696,Hana and alice,6.9
"Crime, Drama, History, War",3.46355,Flame & citron,6.8
"Drama, Thriller, Mystery",1.11251,Fade to black,5.0
"Comedy, Drama, Foreign, Romance",0.359685,In therapy,5.6
"Horror, Foreign",1.788295,Chain reaction,5.9
"Horror, Thriller",0.627559,Jekyll + hyde,4.8
"Thriller, War",1.923558,Went the day well?,7.1
"Adventure, Drama, History, War",2.271555,Zulu dawn,5.6
Drama,2.030129,American violet,7.2
"Crime, Drama, Mystery, Thriller",1.453026,Suspect x,7.4
Action,1.502234,Spiritual kung fu,6.3
"Action, Animation, Comedy, Foreign",1.411851,Big man japan,5.3
Drama,1.09014,Wrestling ernest hemingway,5.7
"Drama, Thriller",1.598814,Cargo,4.7
"Action, Crime, Thriller",5.46508,The hitman,5.3
"Drama, Romance",1.390181,Goodbye again,4.6
"Crime, Drama",3.694624,The stoning of soraya m.,8.0
"Comedy, Romance, Drama",8.058337,The proposal,6.7
"Horror, Science Fiction",0.405798,The crawling hand,2.4
"Action, Crime, Drama",8.005804,Dillinger,6.7
"Drama, Romance",0.893448,Home from the hill,3.8
Documentary,0.87638,Small town gay bar,5.7
"Comedy, Adventure",10.087637,Year one,4.6
"Drama, Comedy",0.870359,O'horten,6.1
,0.001177,Pekka ja pätkä neekereinä,0.0
"Drama, Action, Thriller",1.094261,5 against the house,5.3
"Comedy, Romance",1.821423,Three on a couch,5.0
"Romance, Drama, Comedy",1.247433,Promise me this,6.4
"Horror, Science Fiction, Thriller",3.839936,Mindwarp,5.5
"Adventure, Fantasy, Science Fiction",2.343888,The land that time forgot,5.7
"Documentary, Drama",2.558751,Tyson,6.6
Documentary,0.380635,Primary,7.0
Drama,1.687025,Angels of the universe,6.9
"Romance, Comedy, Drama",1.931397,The alibi,5.7
"Animation, Comedy, Family",4.816294,Garfield's pet force,5.7
Drama,0.275086,Dutchman,4.3
"Drama, Thriller, War",9.403724,The hurt locker,7.2
"Comedy, Drama",1.351875,The executioner,7.5
"Action, Romance, Mystery, Drama",0.460947,Air hawks,6.0
Drama,0.205285,Anna lucasta,5.0
"Foreign, Action, History, Comedy",0.202468,How i unleashed world war ii part iii: among friends,7.0
"Crime, Mystery",0.609663,Tu£sday,8.0
"Comedy, Drama",2.214344,Breakfast with scot,5.9
"Drama, Romance",1.016039,La ronde,7.5
Comedy,0.411879,Brunet wieczorową porą,6.3
"Comedy, Drama",0.846545,Going berserk,5.4
Horror,0.256753,Luther the geek,6.5
"Crime, Action",1.024098,Les vampires,6.8
"Crime, Drama, Thriller, Mystery",9.205574,The limits of control,6.4
Comedy,1.394429,Pornorama,6.3
"Documentary, Music",0.630144,Heavy metal in baghdad,6.1
"Action, Adventure",0.001586,Raiders of the lost ark - the adaptation,6.3
"Science Fiction, Action, Adventure",4.351756,Transformers: revenge of the fallen,6.0
Documentary,6.05028,Home,7.9
"Thriller, Action, Adventure, Drama",2.995373,K2,5.7
"Horror, Thriller",0.553881,Dabbe,3.3
"Drama, Comedy, Romance",1.792689,Tulpan,5.6
"Crime, Drama",0.622745,The file on thelma jordon,6.3
"Action, Drama",0.836961,Jet pilot,5.2
Drama,7.898326,Phoebe in wonderland,7.0
"Comedy, Romance",8.930341,Whatever works,6.8
"Fantasy, Comedy, Romance",8.401493,Ghosts of girlfriends past,5.6
Drama,0.820315,Holly,6.9
"Action, Comedy, Crime, Drama, Mystery, Thriller",0.739836,Hustle,6.4
"Drama, Romance, History",1.47243,Houdini,6.6
"History, Crime, Drama",10.364794,Public enemies,6.5
"Animation, Comedy, Family, Adventure",12.980624,Ice age: dawn of the dinosaurs,6.5
"History, Drama, War",0.467022,120,7.5
"Action, Drama, Thriller",6.526913,Prison break: the final break,7.5
"Drama, Foreign, Romance",0.727165,Samson and delilah,5.7
"Action, Horror, Mystery, Science Fiction, Thriller",0.343687,Final approach,5.7
Crime,5.462545,The mob,6.0
"Drama, Romance",0.910004,Daisy kenyon,6.4
"Animation, Comedy",0.782377,Is it college yet?,7.4
"Comedy, Family",0.313002,Irena do domu!,0.0
"Animation, Family, Adventure",0.117806,The journey to melonia,6.8
"Comedy, Drama",5.041865,Love streams,7.4
"Drama, Romance",0.409689,Blue week,6.0
Horror,1.017103,Night of the living dead 3d,4.0
Documentary,0.00145,Mumia abu-jamal: a case for reasonable doubt?,0.0
Documentary,0.002371,Off the charts: the song-poem story,0.0
Drama,6.793972,My sister's keeper,7.1
"Romance, Comedy, Drama",2.024764,Kambakkht ishq,4.3
"Action, Comedy, Drama, Horror",2.06528,Hood of horror,4.2
"Comedy, Drama, Family, Fantasy",0.151977,The dirt bike kid,5.3
"Drama, Romance, Foreign",0.660663,Kandukondain kandukondain,6.4
"Fantasy, Animation, Horror, Action, Science Fiction",0.910428,Lady death,5.8
"Comedy, Crime, Drama",0.325885,Blonde crazy,5.9
"Animation, Horror, Action",2.882394,Tales of the black freighter,7.0
"Action, Comedy, Animation",0.178741,"Ranma ½: nihao, my concubine",5.8
Drama,1.09199,Pittsburgh,5.3
"Action, Adventure, Drama, Romance, Western",1.373484,The lucky texan,3.9
"Comedy, Drama, Romance",16.376657,(500) days of summer,7.2
Drama,1.291484,Through the olive trees,7.4
"Documentary, Crime",0.263597,News from a personal war,6.5
