genres,popularity,title,vote_average
"Fantasy, Horror",0.016518068,Candyman: day of the dead,3.6
"Horror, Mystery, Thriller",0.003475922,The 4th floor,5.7
"Music, Comedy",0.0005234180000000001,A long hot summer,6.1
"Action, Animation",0.008060964,The batman superman movie: world's finest,7.1
"Animation, Drama, Science Fiction",0.01245651,The end of evangelion,8.1
,0.000305786,The life of aleksis kivi,7.0
Comedy,0.002625918,He died with a felafel in his hand,6.9
"Drama, Romance",0.012882237999999999,Kuch kuch hota hai,7.5
Documentary,0.0015669079999999999,Document of the dead,7.8
"Comedy, Drama, Romance",0.005450998,Venus beauty institute,5.4
"Mystery, Horror, Thriller",0.009154126,Cherry falls,4.7
"Comedy, Crime, Drama",0.001105118,Freeway ii: confessions of a trickbaby,6.0
Music,0.005944003999999999,Joseph and the amazing technicolor dreamcoat,6.1
"Music, Documentary, TV Movie",0.001740534,Style wars,8.1
"Adventure, Comedy, Romance",0.014405988000000002,In july,7.5
"Drama, History",0.004090988,Joan of arc,6.7
"Fantasy, Adventure, Animation, Family",0.011271712000000001,Kirikou and the sorceress,7.2
Drama,0.002536098,After the rain,7.3
"Fantasy, Horror, Thriller",0.014745801999999999,The prophecy 3: the ascent,5.5
"Action, Comedy, Crime",0.012823563999999999,Taxi 2,6.1
"Thriller, Action, Drama, Crime",0.0015976900000000001,Pups,6.6
Comedy,0.003480628,Peculiarities of the national fishing,6.8
"Comedy, Foreign, Horror, Thriller",0.002274912,Cut,4.5
"Drama, Romance, Foreign",0.00037298999999999996,Kadosh,6.1
"Crime, Thriller",0.013027496,Essex boys,5.7
"Comedy, Thriller, Mystery",0.0037120860000000003,Picking up the pieces,4.1
,0.000284656,Badding,5.0
"Drama, Comedy",0.000243148,The wedding waltz,7.7
"Music, Documentary",0.0040666719999999995,Meeting people is easy,7.2
"Drama, Romance, Thriller",0.008667274,Cruel intentions 2,4.4
"Comedy, Crime, Romance, Foreign",0.00044587,Adrenaline drive,7.3
Drama,0.002175512,Humanité,6.7
"Drama, Action, Comedy, Thriller, Romance",0.002991074,Beautiful joe,5.5
Comedy,0.000978122,The underground comedy movie,2.1
"Comedy, Romance",0.001604834,The shrink is in,5.8
"Drama, Thriller",0.000757296,Charisma,5.8
Comedy,0.0063005760000000004,Guest house paradiso,6.3
Drama,0.000539224,Swimming,5.5
"Romance, Drama",0.005733828,If these walls could talk 2,6.3
"Animation, Family",0.001703198,The trumpet of the swan,5.1
"Adventure, Comedy, Family, Fantasy, Mystery, Romance",0.007477752,The 10th kingdom,7.5
"Animation, Family, Comedy",0.020736848,An extremely goofy movie,6.0
Drama,0.002603026,The wind will carry us,6.9
"Drama, Romance",0.005393818,Water drops on burning rocks,6.8
"Western, Drama, Foreign, History",0.0024731700000000002,The tracker,6.6
"Fantasy, Drama, Science Fiction, Romance",0.014314338,2046,6.9
"Mystery, Horror",0.006278382,Bruiser,5.4
"Drama, Horror, Thriller, Mystery",0.00195184,Taboo,2.9
"Drama, Foreign",0.000469518,Crane world,6.7
Drama,0.001390086,Cremaster 2,5.8
"Drama, Action, Thriller, Crime",0.008151417999999999,Running out of time,7.5
Comedy,0.001067458,The wog boy,6.2
Thriller,0.001588764,Century of the dragon,8.0
"Horror, Mystery, Thriller",0.00360133,Chasing sleep,6.4
Horror,0.001888972,The stepdaughter,4.7
"Mystery, Science Fiction, Drama",0.0016235379999999999,Possible worlds,5.8
"Horror, Thriller",0.005128654,The nameless,4.9
"Drama, Thriller, Crime, Foreign",0.00063843,The debt,6.5
Crime,0.005320216,Female prisoner #701: scorpion,7.3
"Action, Crime, Drama, Thriller",0.00203714,Female prisoner scorpion: jailhouse 41,7.5
"Comedy, Drama",0.0024301020000000004,Bartleby,5.3
,4.5136e-05,Night of the day of the dawn of the son of the bride part 2: in shocking 2-d,5.3
Romance,0.0034885959999999996,Restless,5.2
"Drama, Action, Crime",0.006628815999999999,Shiner,5.1
"Animation, Family",0.015744875999999998,Batman beyond: return of the joker,7.5
Drama,0.000461108,Roberto succo,6.1
"Drama, Foreign, Romance",0.0028989600000000003,Suzhou river,6.3
"Comedy, Crime, Thriller",0.001897398,6ixtynin9,7.0
"Mystery, Drama, Horror, Thriller",0.025598574,Audition,6.8
"Comedy, Drama, Fantasy, Mystery",0.002340472,The nine lives of tomas katz,7.7
"Documentary, Drama",0.001284486,For love or country: the arturo sandoval story,6.3
"History, Documentary",0.002190856,Paragraph 175,4.2
"Drama, Romance",0.009282252,Devdas,7.4
"Horror, Science Fiction, Thriller",0.009778219999999999,Mimic 2,4.8
"Comedy, Crime, Action, Thriller",0.0021786780000000003,Monday,7.5
Documentary,0.003323482,Paradise lost 2: revelations,7.2
Horror,0.0036436899999999998,Dark prince: the true story of dracula,6.2
Documentary,0.00049071,Sound and fury,5.4
"Crime, Drama, Horror, Thriller",0.008813027999999999,The hole,6.4
"Drama, Romance",0.016562131999999997,The sleeping dictionary,6.3
"Action, Drama, Mystery, Thriller",0.00201257,When strangers appear,5.5
"Animation, Fantasy, Action",0.005403022,Revolutionary girl utena: the movie,7.3
"Comedy, Romance",0.007734937999999999,Speaking of sex,5.9
"Comedy, Romance",0.005391332,Good advice,5.7
"Drama, Comedy, Romance, Foreign",0.0021551179999999997,Needing you...,5.7
"Drama, Fantasy",0.019189312,The mists of avalon,6.4
"Mystery, Fantasy, Horror",0.006759928,Spiral,6.0
,0.000457354,The big animal,7.6
"Action, Comedy, Crime, Thriller",0.008007522,Old men in new cars: in china they eat dogs ii,6.9
"Comedy, Drama",0.001058166,Purely belter,7.0
"Drama, Crime",0.0028689979999999998,The quickie,4.3
"Comedy, Drama",0.013047776,Kabhi khushi kabhie gham,7.6
"Drama, Romance",0.000144818,The river,7.0
Drama,0.015940624,Werckmeister harmonies,7.4
"Family, Fantasy, Comedy, Adventure",0.02223481,Asterix & obelix: mission cleopatra,7.2
"Animation, Comedy",0.0022928199999999997,Is it fall yet?,7.5
"Comedy, Romance",0.002897854,Late night shopping,6.3
"TV Movie, Drama, History, War",0.015914835999999998,Uprising,6.3
"Drama, History",0.00415418,61*,6.3
"Drama, Thriller",0.005155286,The tunnel,6.9
"Horror, Thriller",0.003637122,Long time dead,4.5
"Crime, Drama",0.004523054,The laramie project,6.0
Comedy,0.00494141,Run ronnie run,5.7
"Action, History",0.0029031760000000004,Gojoe: spirit war chronicle,6.7
Drama,0.000665334,A gentleman's game,4.2
"War, Drama, Thriller",0.020374256,Joint security area,7.7
"Fantasy, Horror, Thriller",0.01199925,Dagon,6.4
"Crime, Thriller",0.015487842,Ripley's game,6.6
"Drama, History",0.009266458,Conspiracy,6.9
"Drama, Foreign, Horror, Thriller",0.00073766,Freeze me,5.5
"Comedy, Drama",0.010224579999999999,The best man's wedding,5.9
"Comedy, Drama, Romance",0.001062702,Teknolust,4.8
"Adventure, Comedy, Drama",0.047900792000000005,A dog's will,8.2
"Action, Comedy, Thriller",0.006273626,The accidental spy,5.9
"Mystery, Drama, Crime",0.004113504,The adversary,7.2
Drama,0.002105236,The beautiful country,6.3
Horror,0.011950808,Darkness,5.6
Drama,0.0016177680000000001,Mockingbird don't sing,6.1
"Fantasy, Animation, Horror, Comedy, Thriller, Science Fiction",0.005850582,Blood: the last vampire,6.6
"Comedy, Drama, Foreign",0.00160941,Vacuuming completely nude in paradise,5.0
"Action, Comedy, Crime",0.009605468,Avenging angelo,5.0
"Documentary, Romance",0.000626534,Southern comfort,7.8
"Comedy, Drama",0.000445494,Berlin is in germany,6.3
Western,0.015785252,Blueberry,5.0
"Fantasy, Drama, Science Fiction, Thriller",0.004477915999999999,Electric dragon 80.000 v,6.1
"Comedy, Foreign",0.000230234,The nugget,6.5
"Adventure, Action, Drama, Fantasy",0.0035038,"Godzilla, mothra and king ghidorah: giant monsters all-out attack",6.2
Documentary,0.001014474,Shackleton's antarctic adventure,5.9
Horror,0.001180796,The barber,4.7
"Crime, Comedy, Drama, Thriller",0.001908452,Dirty deeds,6.3
"Comedy, Drama, Romance, Thriller",0.001742888,Miranda,6.4
"Horror, Thriller",0.00809052,My little eye,5.8
"Action, Comedy",0.000810458,Kung phooey,7.0
"Thriller, Drama, Science Fiction",0.002880906,Stranded,5.8
Drama,0.006079254,Millennium mambo,7.2
Comedy,0.001675732,Martin & orloff,6.0
"Horror, Thriller",0.009937628,American psycho 2: all american girl,4.6
"Horror, Action, Thriller, Mystery, Foreign",0.002925608,Double vision,6.2
"Drama, Romance",0.000231204,Soft shell man,7.0
"Action, Science Fiction",0.0038887939999999997,Samouraïs,2.6
Comedy,0.027988612,Ali g indahouse,6.0
Thriller,0.00180361,Black plague,5.8
"Crime, Drama, Thriller",0.0022953839999999997,Dead or alive 2: birds,6.8
"Thriller, Science Fiction, Mystery",0.030634978,Cube²: hypercube,5.4
"Comedy, Drama",0.0013139080000000001,"Milwaukee, minnesota",4.3
"Drama, Action, Thriller, Crime, Foreign",0.002354644,Pistol opera,6.4
Drama,0.00096467,Secret passage,3.0
"Action, Comedy, Crime",0.002851572,Stark raving mad,6.2
"Horror, Thriller",0.008244633999999999,Pulse,6.1
"Action, Crime, Drama, Mystery, Thriller",0.003478572,Killing emmett young,6.3
"History, Drama, War",0.005907624,The lost battalion,6.0
"Crime, Drama, Foreign, Mystery",0.0013129679999999999,Hukkle,6.6
"Comedy, Romance",0.005074776,Carolina,5.5
Drama,2.8124e-05,Charms for the easy life,0.0
Drama,0.017365548,Dog days,6.7
"Drama, Foreign",0.0021682760000000002,Balzac and the little chinese seamstress,6.9
"Drama, Romance",0.009117585999999999,Dil chahta hai,7.1
"Drama, Comedy, Romance",0.011960998,My sassy girl,7.3
"Horror, Thriller",0.007938242,The gathering,5.1
Drama,0.000997492,Shot in the heart,6.4
"Drama, Thriller",0.0011948479999999999,Deadline,5.4
"Action, Comedy",0.003575786,My wife is a gangster,6.1
"Comedy, Fantasy, Science Fiction",0.014242796,Nothing,5.8
"Comedy, Romance",0.008005448,Undertaking betty,6.2
Comedy,0.0049786200000000004,Waterboys,6.0
Action,0.008227107999999999,Absolon,4.3
"Action, Comedy, Family, Foreign, Science Fiction",0.001806022,Dead or alive: final,5.3
Documentary,0.0009157600000000001,Hell house,6.8
"Comedy, Music",0.002617286,Fubar,5.9
"Horror, Comedy, Drama",0.0037402860000000002,The happiness of the katakuris,7.3
"Comedy, Drama",0.003125406,Sex is comedy,6.1
"Family, Comedy",0.002069588,The rage in placid lake,6.7
"Drama, Foreign, Mystery, Thriller",0.0026623700000000003,Stratosphere girl,5.3
"Drama, Comedy, Foreign",0.0021378499999999997,My mother likes women,6.1
"Mystery, Horror, Thriller",0.010655246,Dead end,6.6
Drama,0.011364812,Pure,6.6
"Action, Drama, Thriller",0.012629394,Sympathy for mr. vengeance,7.3
"Action, Comedy, Horror",0.001673848,Jesus christ vampire hunter,3.9
"Action, Comedy, Romance",0.001922868,Chinese odyssey 2002,7.3
"Action, Thriller",0.008532102,The foreigner,3.7
"Drama, Crime",0.001383338,The man of the year,5.8
"Drama, Horror, Thriller",0.016559104,Suicide club,6.4
"Action, Thriller",0.0035943999999999998,The third wave,6.2
"Drama, Action, Science Fiction",0.019571442,Immortal,5.8
"Comedy, Drama, Romance",0.018623808,Tiptoes,4.7
"Thriller, Science Fiction, Adventure, Action",0.009960381999999999,A sound of thunder,4.8
"Animation, Comedy, Family",0.017862066,The lion king 1½,6.3
"Drama, Comedy, Foreign",0.003387544,Fear and trembling,6.4
"Drama, Thriller",0.005107298,Live from baghdad,6.7
"Family, Comedy, Drama",0.001370694,Planta 4ª,7.1
"Drama, Romance",0.005850068,Oasis,7.8
Drama,0.001612416,Cremaster 3,6.8
"Comedy, Drama",0.010690208,Herr lehmann,6.9
"Romance, Drama, History",0.002436754,Twin sisters,6.8
"Drama, Mystery",0.005468566,My house in umbria,5.6
Comedy,0.002820442,Upswing,6.7
"Action, Thriller",0.007968408,Out for a kill,4.2
"Action, Drama, Comedy",0.00544852,Bad boys,5.8
"Drama, Comedy, Romance",0.009992141999999999,"Remember me, my love",5.8
"Drama, Romance, Crime",0.005911118,Soldier's girl,6.9
"Drama, Romance",0.004866612,Tipping the velvet,7.3
Comedy,0.004932883999999999,Bright young things,6.1
"Action, Comedy, Science Fiction",0.000457776,Resurrection of the little match girl,5.3
Science Fiction,0.00616209,Alien hunter,4.7
"Comedy, Drama, Horror, Romance, Thriller",0.00523334,Love object,5.8
"Animation, Science Fiction",0.021868535999999997,The animatrix,6.9
Drama,0.009470754,The brown bunny,5.5
Horror,0.006664384,Ju-on: the curse,7.0
Horror,0.004492022,Ju-on: the curse 2,5.9
"Drama, Family",0.000439122,Elina: as if i wasn't there,6.0
"Crime, Drama, Thriller",0.028909444,11:14,6.8
"Action, Drama, Science Fiction, Thriller, Horror",0.00375583,Alive,6.2
"Drama, Romance",0.001604814,Springtime in a small town,6.2
"Action, Comedy, Horror, Western",0.02000459,Tremors 4: the legend begins,5.4
"Drama, Foreign",0.000673288,Wondrous oblivion,0.0
Comedy,0.000761172,Bring it on again,5.3
"Action, Thriller, Crime",0.018523651999999998,Crimson rivers ii: angels of the apocalypse,6.0
"Drama, History, War, Western",0.002251612,And starring pancho villa as himself,5.2
"Drama, Action, Comedy, Thriller",0.010006434,Nicotina,6.2
Drama,0.019542242,Iron jawed angels,6.7
Drama,0.017792842,Evil,6.9
Action,0.006875328,Sniper 2,5.4
"Drama, Action",0.001776314,High roller: the stu ungar story,10.0
"Action, Thriller",0.015000838,Battle royale ii: requiem,4.9
"Action, Drama, Thriller",0.010510275999999999,In hell,5.6
"Adventure, Comedy, Family",0.02563589,Lemony snicket's a series of unfortunate events,6.7
"Action, Drama, Thriller",0.003378248,Naked weapon,5.8
Documentary,0.002411248,Bukowski - born into this,7.9
Comedy,0.01287793,The green butchers,7.4
Comedy,0.000960054,Pearls and pigs,6.1
Documentary,8.402e-05,An injury to one,7.0
"Drama, Romance",0.006207672,Addiction - when nothing is enough,4.1
Drama,0.02179259,A very long engagement,7.1
"Drama, Action, Thriller",0.013401126,Last life in the universe,7.3
Thriller,0.0018096000000000002,The galíndez file,5.5
"Drama, Romance",0.020469972,Head-on,7.3
"Animation, Drama, Science Fiction",0.018755398,Ghost in the shell 2: innocence,7.3
"Comedy, Drama",0.011168616,Kal ho naa ho,7.3
"Adventure, Fantasy, Animation, Drama, Family",0.023278046,The cat returns,7.2
"Romance, Drama",0.00228392,In my country,7.1
"Action, Drama, Thriller",0.004663028,Unstoppable,4.9
Drama,0.01111535,Take my eyes,6.9
"Science Fiction, Animation",0.0018069660000000001,The cathedral,7.4
"Drama, Thriller",0.002675954,Blind shaft,7.6
"Action, Drama, Romance",0.008562206,The twilight samurai,7.5
"Action, Comedy, Horror",0.019064088000000003,The twins effect,5.5
"Drama, Comedy",0.0018035000000000002,Far side of the moon,7.4
"Drama, Romance",0.007403076000000001,Facing windows,7.0
"Drama, Horror",0.007047644,Ginger snaps 2: unleashed,6.2
"Horror, Drama, Mystery, Thriller",0.028197410000000003,Salem's lot,5.5
"Adventure, Horror, Mystery, Thriller",0.0046857439999999995,Dark woods,5.9
Action,0.014948014,Foolproof,6.3
"Action, Thriller",0.016633096,Belly of the beast,4.8
Documentary,0.01253787,"Easy riders, raging bulls",7.3
"Action, Horror, Science Fiction",0.000406408,The book of fate,3.5
"Action, Drama, History",0.005051426,When the last sword is drawn,7.5
"Action, Comedy, Thriller",0.001180384,Comic book: the movie,6.0
"Comedy, Drama, Horror, Thriller",0.001446092,2ldk,7.1
"Drama, Mystery, Thriller, Horror",0.010443322,Trauma,5.2
"Drama, Romance",0.01382052,Intimate strangers,5.8
"Drama, Romance",0.002650988,Down to the bone,6.5
"War, Comedy, Drama, History",0.001005304,A talking picture,7.4
Horror,0.015229384,Ju-on: the grudge,6.7
"Drama, Thriller, Mystery, Action",0.021233718,Oldboy,8.0
"Thriller, Mystery, Crime",0.0024821,Red lights,5.3
"Horror, Mystery, Science Fiction",0.00034750199999999997,Ghostwatcher,4.0
"Drama, Horror",0.005044107999999999,Ginger snaps back: the beginning,6.0
"Horror, Action, Thriller, Science Fiction, Foreign",0.001143396,Moon child,5.6
"Comedy, Thriller",0.001553636,Illusive tracks,5.5
"Comedy, Foreign, Crime, Drama",0.002190868,The black lapp,5.5
"Drama, Foreign",0.0015537259999999998,Lost embrace,5.9
"Horror, Thriller",0.013406348,One missed call,5.8
"Comedy, Drama, Romance",0.002351942,Goldfish memory,6.2
"Action, Animation, Adventure, Fantasy",0.002487488,Inuyasha the movie 2: the castle beyond the looking glass,6.6
"Drama, Mystery, Thriller, Fantasy",0.024184192,The jacket,6.8
"Comedy, Crime, Drama",0.009337719999999999,Millions,6.3
"Comedy, Drama, Fantasy, Music",0.002616284,The saddest music in the world,7.9
"Adventure, Horror, Action, Science Fiction",0.02469731,Starship troopers 2: hero of the federation,3.8
"Romance, Comedy, Drama",0.00790821,The man who copied,7.0
"Horror, Thriller",0.010331924000000001,Ju-on: the grudge 2,6.5
Comedy,0.00284338,Sex lives of the potato men,5.1
"Science Fiction, Music, Animation",0.00962563,Interstella 5555: the 5tory of the 5ecret 5tar 5ystem,7.4
"Action, Thriller",0.01579832,Ong-bak: the thai warrior,7.0
"Drama, Action, Thriller, Crime",0.013010292,Infernal affairs ii,7.2
Drama,0.02939536,The sea inside,7.2
"Romance, Comedy",0.002991506,Lucky 7,4.9
Comedy,0.022405528,Spanglish,5.8
"Comedy, Drama, Foreign, Romance",0.002644376,Buddy,6.4
"Documentary, History, Music",0.001291542,Festival express,6.7
Drama,0.029516266000000003,The chorus,7.5
"Action, Adventure, Drama, History, War",0.015950778,Saints and soldiers,6.6
"Comedy, Romance",0.000910196,Just bea,6.5
"Documentary, Drama",0.005599071999999999,The weeping camel,7.8
"Crime, Thriller",0.024095342,The interpreter,6.2
"Drama, Thriller",0.021305636,Open water,5.3
"Action, Horror",0.017287240000000002,Romasanta,5.4
"Thriller, Action, Drama",0.003085214,Running on karma,6.4
Comedy,0.002125004,Touch of pink,5.7
"Crime, Drama, Action",0.009276930000000001,Infernal affairs iii,7.0
"Crime, Drama, Thriller, Action",0.008736513999999999,The memory of a killer,6.4
Documentary,0.0013234479999999999,Slasher,6.6
Drama,0.008104168,Bobby jones: stroke of genius,5.5
"Drama, Thriller, Crime",0.019284428,Layer cake,7.0
"Comedy, Drama, Mystery, Thriller",0.003069466,Silver city,6.3
"Thriller, Drama, Mystery",0.009015404,The return,7.4
Documentary,0.000500412,The agronomist,5.6
"Action, Adventure, Drama, Thriller",0.030869462,Flight of the phoenix,5.7
"Crime, Drama",0.024856538,Mean creek,6.9
"Drama, Horror, Thriller",0.03231636,The ring two,5.5
Comedy,0.00301516,A day without a mexican,5.0
"Drama, History",0.0031032959999999997,The visual bible: the gospel of john,8.2
"Drama, Foreign",0.003141816,Machuca,7.5
Documentary,0.008384584,The corporation,7.6
"Documentary, Foreign",0.000732174,Game over: kasparov and the machine,6.7
"Drama, Romance, Foreign",0.00105161,Vibrator,6.0
"Comedy, Documentary",0.005295768,The yes men,7.0
Drama,0.01264888,Ae fond kiss...,6.2
"Action, Crime",0.0028003719999999998,Bummer,6.0
"Romance, Drama, Comedy, Music",0.00728625,As it is in heaven,7.0
"Drama, Foreign, Romance",0.000525168,Green tea,7.4
Documentary,0.00032127400000000003,Lost boys of sudan,7.7
"Comedy, Drama",0.010253392,She hate me,5.1
"Adventure, Drama, Action, Thriller, Romance",0.012831441999999998,Azumi,6.5
"Drama, Thriller",0.012646395999999999,In my father's den,7.5
Drama,0.017246666,The football factory,6.5
"Action, Adventure, Drama, History, War",0.018280822000000002,Tae guk gi: the brotherhood of war,7.4
"TV Movie, Drama",0.006520204,Something the lord made,7.5
"Documentary, Music",0.006893502,Metallica: some kind of monster,6.7
Comedy,0.005108476,Going the distance,5.4
"Crime, Drama",0.00527386,Redemption: the stan tookie williams story,5.7
"Comedy, Drama, Foreign",0.001147892,Schultze gets the blues,6.4
Documentary,0.0059247399999999995,Born into brothels,6.7
"Documentary, Music",0.003055102,Dig!,7.2
"Action, Comedy, Science Fiction",0.0027922980000000003,The girl from monday,3.3
Documentary,0.004407898,Riding giants,7.6
Drama,0.00042891,Dear pillow,7.0
Documentary,0.001099888,Word wars,6.1
"Drama, Thriller, Romance",0.0066381420000000005,Cruel intentions 3,4.3
"Drama, Thriller, Romance",0.003000428,When will i be loved,4.2
Horror,0.0026437659999999997,11:11,2.7
"Comedy, Drama",0.000677446,Muxmäuschenstill,7.1
Documentary,0.015262098,What the #$*! do we (k)now!?,5.8
"Thriller, Horror",0.008992449999999999,The eye 2,5.5
"Animation, Science Fiction, Thriller",0.023286052,A scanner darkly,6.8
"Drama, Horror, Science Fiction",0.009328948,Casshern,5.7
"Comedy, Drama",0.003792846,Windstruck,7.2
Documentary,0.001870944,Howard zinn: you can't be neutral on a moving train,6.8
Documentary,0.005564388,Outfoxed: rupert murdoch's war on journalism,6.9
Documentary,0.000450822,"Hijacking catastrophe: 9/11, fear & the selling of american empire",5.6
Documentary,0.00040833799999999995,Fahrenhype 9/11,3.0
Comedy,0.00804508,Jerry seinfeld: i'm telling you for the last time,7.4
"Drama, Romance",0.0062017059999999995,Noel,5.7
"Action, Drama, War, Thriller",0.0068031920000000004,In enemy hands,6.0
"Drama, Foreign, Romance",0.000763548,Sexual dependency,5.3
"Comedy, Drama, History",0.014153598,Chimes at midnight,6.8
Drama,0.028942746,Million dollar baby,7.7
"Action, Crime, Drama, Mystery, Thriller",0.003467696,The narrow margin,7.3
"Action, Drama, War",0.00612503,Hell is for heroes,6.5
Drama,0.001838128,Vincent & theo,6.3
Drama,0.0035936880000000003,Some came running,6.1
"Action, Crime, Thriller, Horror",0.009990268,Gozu,7.2
"Comedy, Drama, Foreign",0.001858488,"Goodbye, dragon inn",6.9
"Drama, History, War",0.020524664,Hotel rwanda,7.5
,0.001676078,The mahabharata,7.2
"Comedy, Drama, Thriller",0.003601164,Sitcom,6.4
"Comedy, Music",0.0007410139999999999,Born to dance,8.0
"Comedy, Drama",0.009768734,Travels with my aunt,6.3
"Horror, Mystery, Thriller",0.01108382,Blood and black lace,7.3
"Crime, Horror, Thriller, Mystery",0.013969218,Hellraiser: inferno,5.3
"Adventure, Comedy, Family, Fantasy",0.04407681,Charlie and the chocolate factory,6.7
"Drama, Mystery, Thriller",0.002183718,Auggie rose,6.5
"Crime, Comedy, Adventure",0.00326501,The wrong box,5.6
"Drama, Romance, Crime",0.025899762,3-iron,7.7
Comedy,0.000417782,It  happens every spring,6.5
"Adventure, Comedy, Drama",0.013873354000000001,The life aquatic with steve zissou,7.1
Drama,0.01973476,The aviator,7.0
"Music, Thriller, Drama, Romance",0.015365123999999999,The phantom of the opera,7.0
"Drama, Music",0.017927306,Beyond the sea,6.5
Drama,0.013969806,The woodsman,6.9
"Comedy, Drama, Romance",0.015368370000000001,In good company,5.9
"Comedy, Romance",0.023752772000000002,Meet the fockers,6.1
"Drama, History, Thriller",0.020215354,The assassination of richard nixon,6.4
Drama,0.010371542,A love song for bobby long,6.8
"Drama, Romance",0.026440518,The merchant of venice,6.7
"Drama, Foreign, Romance",0.001678048,The river,7.1
Drama,0.00128864,Rebels of the neon god,7.3
"Action, Adventure",0.00384119,Captain kidd,5.9
Comedy,0.012403976,Hold that ghost,7.1
"Comedy, Science Fiction",0.008730753999999999,Kamikaze girls,7.1
"Comedy, Drama, Family",0.013530886,Fat albert,4.3
"Drama, Foreign",0.003445896,The keys to the house,6.6
Documentary,0.00266848,In the realms of the unreal,7.5
"Drama, Horror, Thriller",0.012286647999999999,White noise,5.6
"Action, Comedy",0.0078055320000000004,Underclassman,5.5
"Comedy, Drama",0.008614212,The upside of anger,6.4
Drama,0.000454738,Bomb the system,7.5
"Action, Western",0.0014803440000000002,Arrowhead,5.7
"Music, Documentary",0.002173074,The grateful dead,7.8
"Action, Drama, Western",0.005195806,Last train from gun hill,6.9
"Action, Adventure, Drama, Romance",0.003828554,The naked jungle,6.4
Comedy,0.00071337,Who's the caboose?,6.8
"Romance, Drama",0.007399574,A handful of dust,5.9
"Comedy, Drama, Romance, Thriller",0.0018226240000000001,The pickle,4.8
"Mystery, Drama",0.010325514000000001,Wetherby,5.1
"Comedy, Drama, Family, Romance",0.002029922,Little miss marker,6.0
"Drama, Family, Comedy",0.0022274720000000003,Little miss marker,6.0
"Comedy, Romance",0.002056708,Sweet liberty,5.7
Drama,0.000313388,Ghost river,6.0
Documentary,2.7859999999999997e-06,It's all true,7.5
"Drama, Horror, Music, Romance, TV Movie",0.000883744,The phantom of the opera,5.0
"Drama, Family",0.003190242,I remember mama,6.8
"Horror, Thriller",0.00298504,The last horror movie,5.3
"Action, Drama, Science Fiction",0.017847905999999997,Testament,6.3
"Drama, Romance",0.006624968,Smooth talk,5.6
Drama,0.000815458,Distant thunder,7.5
"Action, Drama, History",0.010553092,Hell's angels,6.1
Comedy,0.0005698220000000001,Daddy's dyin'... who's got the will?,5.7
Comedy,3.8884e-05,Jinxed!,4.7
"Comedy, Drama, Thriller",0.001688696,Out cold,6.0
Drama,0.000581452,Heart of america,4.7
"Crime, Mystery, Thriller",0.001311106,A show of force,3.7
Science Fiction,0.003850168,Son of godzilla,5.2
"Comedy, Romance",0.00166666,Man trouble,4.7
"Action, Drama, Crime",0.00423822,"The yakuza papers, vol. 1: battles without honor and humanity",7.2
Drama,0.0012477620000000001,Führer ex,6.2
"Action, Crime, Drama",0.015679349999999998,Stander,6.1
"Drama, Romance",0.0010574339999999999,Hester street,5.6
"Drama, Action, Crime",0.0008311939999999999,Mikey and nicky,6.9
Drama,0.001991856,The bigamist,6.9
"War, Drama, History",0.001336522,Freedomfighters,6.7
"Comedy, Drama",0.005988342000000001,Imaginary heroes,6.3
"Action, Drama, History, War",0.006672988,Sergeant york,7.1
"Comedy, Crime",0.018612342,Ruby & quentin,6.7
"Drama, Horror, Thriller, War",0.009533652,Deathwatch,5.9
Drama,0.000361158,Madame rosa,7.3
Comedy,0.005399244,Day of the wacko,7.2
"Animation, Fantasy, Science Fiction",0.005829475999999999,Wizards,6.4
"Adventure, Comedy",0.003703846,For love and gold,7.5
"Drama, Foreign",0.001876632,Heartlands,6.3
"Comedy, Horror",0.013740562000000001,Abbott and costello meet the invisible man,7.1
"Comedy, Fantasy, Science Fiction",0.008392018,Abbott and costello go to mars,5.6
"Comedy, Horror",0.002198512,"Abbott and costello meet the killer, boris karloff",7.1
"Drama, Comedy, Romance",0.007403562,The life and death of peter sellers,6.6
"Crime, Thriller",0.011155182,The badge,6.1
"Animation, Action, Science Fiction",0.01655705,Appleseed,6.8
"Drama, Comedy",0.004063872,The milky way,7.1
"Adventure, Family",0.007446138000000001,Pippi in the south seas,7.0
Family,0.006035806,Pippi on the run,6.7
"Comedy, Romance",0.00219718,Puddle cruiser,5.8
"Action, Thriller",0.000896386,The stickup,5.0
"Action, Fantasy",0.027605348,Elektra,4.9
Comedy,0.009634104000000001,Racing stripes,5.1
Drama,0.022187474000000002,Coach carter,7.3
"Drama, History, War",0.0010427919999999999,The fighting sullivans,5.5
"Science Fiction, Drama",0.004983448,Iceman,5.9
"Action, Drama",0.00806078,Ice station zebra,6.2
Drama,0.00095455,Lugares comunes,8.0
Drama,0.002875146,Boys town,6.6
"Comedy, Drama",0.017443838,Torremolinos 73,6.6
"Drama, Foreign, Romance",0.001770106,Zhou yu's train,6.5
"Horror, Science Fiction",0.023081332,Shivers,6.3
"Drama, Music, Romance",0.004894718,A star is born,5.7
"Action, Adventure, Fantasy, Science Fiction",0.008076566,Beastmaster 2: through the portal of time,4.6
"Music, Comedy",0.002769648,Gold diggers of 1935,6.6
"Crime, Drama, Thriller",0.00843204,Rocco and his brothers,7.7
"Comedy, Foreign, Action, Adventure",0.002199608,Strawberries in the supermarket,6.5
